PS_10_12,PS_16_24,PS_20_24,PS_4_12,PS_8_12,Mag_Alnico9,Mag_NdFe35,Mag_SmCo28,ST_1,ST_2,ST_3,MagThk_mm,Embrace,AirgapFlux,Cogging,Efficiency,Torque
0,0,0,1,0,0,0,1,1,0,0,6.99,0.769,0.0954943,0.0572157,97.5772,0.401252
0,1,0,0,0,0,1,0,0,1,0,4.67,0.738,0.640771,6.75887,84.3077,5.24921
1,0,0,0,0,0,1,0,1,0,0,7.42,0.527,0.292546,0.144195,90.4586,0.57013
0,1,0,0,0,0,0,1,1,0,0,5.63,0.592,0.606117,6.02208,86.1498,4.31685
0,0,0,1,0,0,1,0,1,0,0,6.98,0.71,0.101386,0.0628559,97.5791,0.403226
0,0,1,0,0,0,1,0,1,0,0,7.52,0.64,0.501105,0.747475,79.2019,2.17212
1,0,0,0,0,0,1,0,0,0,1,4.15,0.889,0.442905,0.48253,80.5109,1.12802
0,0,0,0,1,0,1,0,1,0,0,6.63,0.526,0.282412,0.500466,93.6204,0.968361
0,0,1,0,0,0,1,0,0,1,0,8.23,0.53,0.416414,0.549305,83.4184,1.61433
1,0,0,0,0,0,1,0,0,1,0,7.47,0.584,0.270045,0.173723,89.3106,0.556967
0,1,0,0,0,0,1,0,1,0,0,6.62,0.581,0.542471,4.98431,87.1446,3.82665
0,1,0,0,0,1,0,0,0,1,0,5.01,0.838,0.126172,0.312926,95.0874,1.26144
0,1,0,0,0,1,0,0,1,0,0,7.59,0.566,0.132747,0.308335,95.1918,1.02833
0,0,0,0,1,0,0,1,0,1,0,8.49,0.734,0.0996504,0.0583658,96.0113,0.404671
0,0,0,1,0,0,1,0,1,0,0,4.6,0.659,0.169124,0.0843643,96.765,0.646233
0,0,1,0,0,0,1,0,0,0,1,5.71,0.556,0.779495,3.23033,76.9372,3.13874
0,0,1,0,0,0,1,0,0,1,0,6.95,0.701,0.570443,1.18059,74.6585,2.6045
1,0,0,0,0,1,0,0,0,0,1,4.25,0.84,0.126953,0.00927929,91.9282,0.365812
0,0,0,1,0,0,1,0,0,0,1,7.39,0.857,0.0786814,0.0387737,97.648,0.355907
0,0,1,0,0,0,0,1,1,0,0,7.56,0.505,0.534633,0.169359,82.692,2.01544
0,1,0,0,0,0,0,1,1,0,0,6.7,0.792,0.445916,3.72302,88.3753,3.82215
0,0,0,0,1,0,0,1,0,1,0,6.09,0.742,0.262842,0.41997,92.8843,1.07571
0,1,0,0,0,1,0,0,0,0,1,8.15,0.782,0.126515,0.292261,94.9353,1.17523
0,1,0,0,0,0,0,1,1,0,0,4.4,0.823,0.612913,7.39522,86.4138,5.41607
0,0,0,1,0,0,0,1,1,0,0,5.74,0.677,0.134251,0.0644217,97.1906,0.5202
1,0,0,0,0,0,0,1,0,0,1,7.81,0.56,0.234256,0.125856,91.0986,0.47301
0,0,1,0,0,0,0,1,0,0,1,6.53,0.532,0.658554,1.54686,79.7415,2.58159
0,0,0,1,0,1,0,0,0,0,1,6.93,0.788,0.064387,0.0260224,98.2399,0.303734
0,0,0,0,1,0,1,0,0,1,0,7.74,0.649,0.175019,0.0965484,94.5115,0.674794
0,0,0,0,1,0,0,1,0,0,1,5.23,0.574,0.343555,0.737917,92.5109,1.20998
0,0,0,0,1,0,0,1,1,0,0,4.76,0.886,0.316969,0.642275,92.9853,1.46723
1,0,0,0,0,0,1,0,1,0,0,7.22,0.634,0.279322,0.147932,88.5578,0.603025
1,0,0,0,0,1,0,0,1,0,0,5.77,0.69,0.131785,0.0276347,93.0843,0.33627
0,0,0,0,1,0,0,1,0,1,0,7.19,0.87,0.174652,0.192367,94.7542,0.796709
0,1,0,0,0,0,0,1,1,0,0,5.88,0.639,0.560346,2.77334,86.2058,4.23045
0,0,0,1,0,1,0,0,1,0,0,6.39,0.815,0.0744955,0.0349456,98.1501,0.361062
0,1,0,0,0,0,0,1,0,1,0,5.19,0.634,0.6208,3.9762,84.6087,4.66128
0,1,0,0,0,0,1,0,0,0,1,7.12,0.816,0.39394,2.9713,89.2294,3.44352
0,0,1,0,0,0,1,0,0,0,1,4.59,0.656,0.815176,0.94868,72.7315,3.61779
0,0,1,0,0,0,0,1,0,0,1,6.74,0.651,0.581386,0.642272,77.1793,2.55575
1,0,0,0,0,0,0,1,1,0,0,5.85,0.546,0.398036,0.355764,88.1236,0.795157
0,0,0,0,1,0,0,1,1,0,0,5.22,0.541,0.359074,0.815941,92.6449,1.21691
0,0,0,1,0,0,1,0,1,0,0,5.1,0.531,0.184339,0.21563,96.0707,0.629145
0,0,0,0,1,0,0,1,0,0,1,5.39,0.546,0.346131,0.756616,92.7255,1.187
0,1,0,0,0,1,0,0,1,0,0,8.28,0.551,0.132413,0.313951,95.2998,1.0058
0,0,0,0,1,0,0,1,0,1,0,7.35,0.826,0.170314,0.181769,94.6603,0.7494
0,0,0,0,1,1,0,0,1,0,0,4.52,0.767,0.127163,0.102256,96.1723,0.592271
0,0,0,1,0,0,0,1,0,1,0,5.56,0.75,0.133154,0.112157,97.1132,0.551554
0,0,1,0,0,0,1,0,0,0,1,6.17,0.581,0.709315,2.95582,77.1228,2.9238
0,1,0,0,0,0,0,1,0,0,1,7.76,0.828,0.298852,1.71621,90.9588,2.64062
0,0,0,0,1,0,1,0,0,0,1,5.53,0.548,0.345482,0.752626,92.5951,1.18559
0,0,0,1,0,0,0,1,0,0,1,4.73,0.576,0.181903,0.210424,96.3325,0.652729
0,0,1,0,0,0,1,0,1,0,0,5.71,0.655,0.719234,0.773474,74.4028,3.17391
0,0,1,0,0,1,0,0,0,0,1,6.94,0.847,0.131567,0.0319799,89.0828,0.743507
0,0,1,0,0,1,0,0,0,1,0,5.58,0.69,0.128421,0.0455439,90.8047,0.679816
0,0,0,0,1,0,1,0,0,0,1,4.51,0.815,0.336872,0.723223,92.3324,1.47126
0,0,1,0,0,0,0,1,0,1,0,7.75,0.62,0.450735,0.91978,79.9913,1.92173
0,0,1,0,0,0,1,0,1,0,0,6.4,0.75,0.62914,2.26424,73.1978,2.98821
0,1,0,0,0,1,0,0,1,0,0,8.24,0.744,0.124998,0.25344,94.9007,1.12772
0,1,0,0,0,0,1,0,0,0,1,7.01,0.743,0.433865,3.07952,88.0955,3.56089
0,0,1,0,0,1,0,0,0,0,1,4.85,0.837,0.125874,0.0106125,89.6612,0.73288
0,0,1,0,0,1,0,0,0,1,0,5.25,0.788,0.127301,0.0757081,89.5584,0.721648
0,0,0,0,1,0,0,1,1,0,0,5.53,0.846,0.2818,0.503449,93.2332,1.26157
0,1,0,0,0,0,0,1,0,1,0,7.69,0.671,0.352022,0.185963,88.6777,2.70188
0,0,0,1,0,0,0,1,0,1,0,6.71,0.847,0.0997221,0.0625087,97.47,0.447455
0,1,0,0,0,0,1,0,0,0,1,4.43,0.797,0.643491,7.9793,85.6302,5.55517
0,0,1,0,0,0,1,0,0,1,0,8.08,0.707,0.374748,0.55065,79.5478,1.71561
0,0,1,0,0,1,0,0,0,1,0,6.55,0.744,0.130846,0.0972735,89.8039,0.707565
0,1,0,0,0,0,1,0,0,1,0,8.21,0.702,0.278667,0.789223,90.2029,2.19921
0,0,1,0,0,1,0,0,0,0,1,7.0,0.89,0.131635,0.0962636,88.9248,0.748115
0,0,1,0,0,0,1,0,1,0,0,4.82,0.765,0.741784,3.19117,70.5155,3.58012
1,0,0,0,0,0,1,0,0,1,0,5.86,0.78,0.353034,0.288847,83.2615,0.85849
0,0,1,0,0,1,0,0,0,0,1,6.68,0.574,0.131291,0.099094,92.5464,0.624574
0,1,0,0,0,1,0,0,1,0,0,5.66,0.568,0.128587,0.295053,95.3298,1.01791
0,0,0,0,1,1,0,0,1,0,0,4.92,0.789,0.128186,0.104189,96.1788,0.60339
0,0,1,0,0,0,0,1,0,1,0,6.33,0.637,0.628046,1.34128,75.5909,2.7302
0,0,1,0,0,0,0,1,1,0,0,8.09,0.608,0.390267,0.777477,82.7726,1.64482
1,0,0,0,0,0,0,1,0,0,1,5.47,0.696,0.373461,0.260229,85.2301,0.853501
0,0,1,0,0,0,0,1,1,0,0,4.56,0.804,0.705428,1.71367,70.2747,3.50592
0,0,0,1,0,0,0,1,1,0,0,4.49,0.674,0.16695,0.0797084,96.8132,0.647633
0,0,0,0,1,1,0,0,0,0,1,5.71,0.871,0.128744,0.105226,96.2758,0.638624
1,0,0,0,0,0,1,0,0,1,0,7.31,0.63,0.271559,0.147023,88.3251,0.583989
0,0,1,0,0,0,1,0,0,0,1,7.16,0.508,0.626104,0.374629,80.9391,2.36727
0,0,0,0,1,0,1,0,1,0,0,7.79,0.801,0.146245,0.133234,95.1158,0.62963
0,0,0,0,1,0,0,1,1,0,0,7.91,0.825,0.132022,0.108895,95.505,0.580798
0,0,1,0,0,0,0,1,0,1,0,7.15,0.614,0.545921,1.47703,78.0354,2.31906
0,0,0,1,0,1,0,0,1,0,0,6.89,0.878,0.0617418,0.0239325,98.3159,0.311923
0,0,0,0,1,0,1,0,0,0,1,5.05,0.71,0.323673,0.574196,92.1587,1.28758
0,0,0,0,1,1,0,0,0,1,0,6.75,0.678,0.127925,0.0366264,95.7223,0.538369
0,0,0,0,1,0,0,1,0,0,1,4.82,0.845,0.314521,0.629713,92.7977,1.40891
0,1,0,0,0,0,0,1,0,1,0,4.27,0.772,0.625408,7.27917,84.946,5.29367
0,0,1,0,0,1,0,0,0,1,0,5.95,0.812,0.12935,0.040116,89.086,0.733667
1,0,0,0,0,0,1,0,1,0,0,4.93,0.529,0.491694,0.454742,86.9659,0.963694
0,0,1,0,0,0,1,0,0,1,0,6.25,0.524,0.736187,1.52818,77.6638,2.85181
0,1,0,0,0,0,0,1,0,0,1,7.49,0.589,0.414634,2.77967,88.8643,2.95133
1,0,0,0,0,0,1,0,0,0,1,6.03,0.671,0.360709,0.0452823,85.972,0.805548
0,1,0,0,0,0,0,1,0,1,0,4.26,0.827,0.616857,7.51597,85.6834,5.46904
0,0,1,0,0,0,1,0,0,1,0,6.45,0.571,0.683063,2.67295,76.8285,2.78415
0,1,0,0,0,0,1,0,1,0,0,5.79,0.785,0.564476,5.95338,86.5622,4.80743
0,0,0,1,0,0,1,0,1,0,0,5.79,0.647,0.139532,0.100743,97.1267,0.539335
0,1,0,0,0,1,0,0,1,0,0,6.69,0.516,0.131159,0.323404,95.6515,0.975174
0,0,1,0,0,0,0,1,1,0,0,7.78,0.633,0.439147,0.689375,80.8895,1.89424
0,0,0,0,1,0,1,0,0,0,1,6.64,0.681,0.2492,0.170724,93.2442,0.962425
0,0,1,0,0,0,1,0,1,0,0,4.53,0.704,0.788395,2.64679,71.5792,3.63912
0,1,0,0,0,0,0,1,0,0,1,7.24,0.539,0.464107,3.95709,88.9543,3.17309
1,0,0,0,0,0,0,1,0,0,1,5.26,0.61,0.411103,0.404572,86.3857,0.873539
0,0,0,1,0,1,0,0,0,1,0,7.17,0.831,0.0572172,0.020528,98.3704,0.278201
1,0,0,0,0,0,1,0,0,1,0,4.1,0.582,0.515774,0.683059,84.5592,1.07016
0,1,0,0,0,1,0,0,1,0,0,7.97,0.659,0.132632,0.0418475,94.5982,1.11621
0,0,0,0,1,1,0,0,0,1,0,6.51,0.885,0.122651,0.095455,96.2836,0.610889
1,0,0,0,0,0,1,0,0,1,0,5.92,0.579,0.392423,0.380245,86.8243,0.807692
0,0,0,1,0,0,0,1,0,0,1,4.65,0.865,0.151385,0.145839,96.9367,0.692839
0,1,0,0,0,0,0,1,0,0,1,5.46,0.817,0.557107,6.02146,86.9751,4.88659
0,0,0,1,0,0,1,0,1,0,0,7.25,0.886,0.0813934,0.0415262,97.7268,0.376774
0,0,0,0,1,0,1,0,0,1,0,6.85,0.635,0.244614,0.281321,93.2535,0.919234
1,0,0,0,0,1,0,0,0,0,1,6.24,0.779,0.132143,0.0403954,92.0291,0.356356
1,0,0,0,0,0,0,1,0,1,0,7.95,0.74,0.177899,0.0739077,89.3548,0.419218
0,1,0,0,0,1,0,0,0,0,1,8.11,0.726,0.129442,0.240887,94.6713,1.15
1,0,0,0,0,0,1,0,0,0,1,7.61,0.65,0.235614,0.0640287,89.371,0.515769
0,1,0,0,0,1,0,0,1,0,0,4.08,0.775,0.122319,0.280862,95.2289,1.1847
1,0,0,0,0,0,0,1,0,1,0,8.19,0.749,0.154026,0.0555674,90.1295,0.365398
1,0,0,0,0,1,0,0,0,0,1,4.97,0.544,0.13031,0.0382922,94.8187,0.301808
0,0,0,1,0,0,1,0,0,0,1,4.12,0.664,0.181024,0.0396004,96.6199,0.695425
0,0,0,0,1,1,0,0,0,0,1,8.33,0.788,0.0640648,0.0253992,97.3645,0.292954
0,0,1,0,0,1,0,0,0,0,1,7.98,0.805,0.133098,0.0507945,89.2718,0.732505
1,0,0,0,0,0,0,1,1,0,0,6.73,0.662,0.302866,0.0335543,87.5023,0.671203
0,0,0,0,1,0,0,1,0,1,0,7.05,0.868,0.18413,0.213864,94.5834,0.838628
0,0,1,0,0,0,1,0,0,1,0,4.78,0.683,0.780814,1.25387,71.079,3.53915
0,1,0,0,0,1,0,0,0,0,1,6.03,0.509,0.129626,0.319158,95.6886,0.962461
0,0,1,0,0,0,1,0,0,1,0,7.3,0.638,0.542297,0.938571,77.2575,2.34677
0,0,1,0,0,1,0,0,0,1,0,7.17,0.659,0.132171,0.0167512,90.923,0.669138
0,0,0,1,0,0,0,1,0,0,1,5.78,0.651,0.135846,0.0853875,97.1522,0.52559
0,0,1,0,0,0,0,1,0,0,1,4.03,0.68,0.798276,1.12129,72.301,3.6344
0,0,0,0,1,0,0,1,1,0,0,5.11,0.589,0.344293,0.730123,92.4611,1.24059
0,0,0,0,1,0,0,1,0,0,1,8.37,0.526,0.139536,0.120816,95.3617,0.465523
0,0,1,0,0,0,0,1,0,1,0,6.85,0.548,0.609234,1.75445,79.0418,2.42859
1,0,0,0,0,0,1,0,0,0,1,7.49,0.757,0.221407,0.116612,88.142,0.528427
0,0,1,0,0,0,0,1,0,0,1,6.01,0.727,0.631323,2.14108,73.8425,2.95816
0,0,1,0,0,0,0,1,0,1,0,4.2,0.818,0.712417,0.959991,68.4334,3.57382
0,0,0,0,1,0,1,0,1,0,0,7.76,0.77,0.152837,0.144014,94.9847,0.640465
0,0,1,0,0,0,1,0,1,0,0,4.87,0.767,0.738529,3.12828,70.5186,3.56868
0,1,0,0,0,1,0,0,0,0,1,5.04,0.79,0.126361,0.302801,95.0628,1.21521
0,0,0,0,1,0,1,0,0,1,0,6.24,0.888,0.235813,0.353319,93.8051,1.09047
0,0,0,0,1,0,1,0,1,0,0,6.0,0.727,0.278832,0.457226,92.8596,1.12461
0,0,0,1,0,0,1,0,1,0,0,8.46,0.6,0.0552029,0.0188709,97.8828,0.199071
0,0,1,0,0,1,0,0,0,0,1,6.6,0.9,0.130816,0.10359,88.9814,0.747282
1,0,0,0,0,1,0,0,0,1,0,4.6,0.871,0.128071,0.0353132,91.3682,0.367946
0,0,1,0,0,0,0,1,0,1,0,7.92,0.678,0.394873,0.19047,79.7772,1.76906
0,0,1,0,0,0,1,0,0,0,1,7.38,0.531,0.582109,1.141,80.9456,2.2601
1,0,0,0,0,0,1,0,1,0,0,7.51,0.612,0.256669,0.149137,89.5303,0.54329
0,0,1,0,0,0,1,0,1,0,0,5.47,0.854,0.695936,1.34407,69.5652,3.50945
0,0,0,0,1,1,0,0,0,0,1,6.14,0.879,0.126717,0.101884,96.3119,0.629698
0,0,1,0,0,0,0,1,0,1,0,6.46,0.654,0.60937,0.584456,75.3939,2.68691
0,0,0,0,1,0,0,1,0,0,1,5.56,0.693,0.292415,0.370929,92.5914,1.14555
1,0,0,0,0,0,1,0,0,0,1,7.5,0.579,0.268453,0.172301,89.9244,0.551454
0,1,0,0,0,0,1,0,1,0,0,5.85,0.652,0.587291,1.72005,85.5361,4.43289
0,0,0,1,0,0,0,1,0,0,1,6.58,0.665,0.112731,0.00866025,97.4216,0.431369
0,1,0,0,0,0,1,0,0,1,0,5.82,0.641,0.593392,2.92606,84.9229,4.48772
1,0,0,0,0,0,0,1,0,1,0,6.18,0.631,0.345111,0.241168,86.6162,0.745338
1,0,0,0,0,0,1,0,1,0,0,7.87,0.592,0.224427,0.118718,90.6958,0.466305
0,1,0,0,0,1,0,0,0,0,1,7.02,0.821,0.131404,0.33192,94.9893,1.26728
0,0,0,0,1,1,0,0,0,0,1,6.07,0.772,0.129767,0.105252,96.0427,0.594062
0,1,0,0,0,0,0,1,0,1,0,7.51,0.558,0.423568,3.19746,88.6855,2.92156
1,0,0,0,0,1,0,0,0,1,0,4.17,0.738,0.126987,0.0409038,92.6222,0.346013
0,1,0,0,0,0,1,0,1,0,0,6.06,0.809,0.531059,5.40846,87.233,4.61251
1,0,0,0,0,0,0,1,1,0,0,5.09,0.768,0.38364,0.361499,83.487,0.927953
0,0,0,0,1,0,0,1,0,0,1,7.59,0.563,0.199488,0.245586,94.3707,0.691483
0,0,0,1,0,0,0,1,1,0,0,4.38,0.761,0.158112,0.15942,96.9073,0.663991
0,0,1,0,0,0,0,1,1,0,0,5.73,0.756,0.64751,2.4335,72.7147,3.10222
0,0,1,0,0,1,0,0,0,0,1,5.61,0.787,0.128436,0.077144,89.8992,0.720524
0,1,0,0,0,0,1,0,1,0,0,6.32,0.749,0.522833,4.63459,86.8373,4.31383
0,1,0,0,0,0,0,1,0,1,0,4.94,0.772,0.589912,6.41513,85.4278,4.98593
0,1,0,0,0,1,0,0,0,1,0,5.77,0.584,0.128877,0.281634,94.9857,1.03606
0,0,0,1,0,0,1,0,1,0,0,4.77,0.873,0.153009,0.148918,96.9241,0.703054
1,0,0,0,0,1,0,0,0,1,0,5.31,0.609,0.131009,0.0411945,93.828,0.317536
1,0,0,0,0,1,0,0,0,1,0,4.74,0.67,0.129211,0.00475104,93.2352,0.331242
0,0,0,1,0,0,0,1,0,0,1,4.72,0.66,0.163336,0.0703714,96.8114,0.625011
0,1,0,0,0,0,0,1,0,0,1,6.64,0.862,0.430349,3.59494,89.1381,3.90643
0,1,0,0,0,0,0,1,1,0,0,6.02,0.834,0.513977,5.14416,87.7656,4.56284
0,0,0,0,1,1,0,0,0,0,1,5.64,0.885,0.128627,0.105348,96.3055,0.645192
0,0,0,1,0,0,1,0,0,0,1,7.33,0.84,0.0816699,0.0417932,97.5972,0.364199
0,1,0,0,0,0,0,1,0,1,0,7.29,0.571,0.446396,3.45446,88.1104,3.11469
1,0,0,0,0,1,0,0,0,0,1,7.65,0.75,0.116511,0.032084,92.8196,0.303898
0,0,0,0,1,0,1,0,1,0,0,8.32,0.602,0.134558,0.105796,95.42,0.487502
0,1,0,0,0,1,0,0,0,0,1,6.82,0.574,0.131389,0.298434,95.1104,1.03076
0,1,0,0,0,0,0,1,0,0,1,8.42,0.589,0.264721,1.11841,91.3819,1.87934
0,0,0,1,0,0,0,1,0,1,0,7.14,0.556,0.105961,0.0703822,96.9786,0.369253
1,0,0,0,0,0,1,0,0,0,1,5.79,0.78,0.357719,0.297017,83.9108,0.870566
0,0,0,0,1,0,1,0,0,1,0,7.05,0.616,0.234953,0.309455,93.4634,0.861764
1,0,0,0,0,0,1,0,0,1,0,4.97,0.721,0.410875,0.401873,83.0654,0.956884
0,0,0,0,1,0,1,0,1,0,0,4.81,0.531,0.399082,1.01219,92.2982,1.34715
0,0,0,1,0,0,1,0,0,0,1,6.97,0.587,0.111511,0.077926,96.9861,0.397622
0,0,1,0,0,0,0,1,0,0,1,8.15,0.791,0.323651,0.418156,80.3361,1.57796
0,0,1,0,0,0,0,1,1,0,0,7.66,0.587,0.483951,1.32584,81.242,2.00206
0,0,1,0,0,1,0,0,0,1,0,4.13,0.858,0.122726,0.0505633,89.4253,0.733653
0,0,0,0,1,0,0,1,1,0,0,6.86,0.569,0.246271,0.375078,93.7636,0.859132
1,0,0,0,0,0,1,0,0,1,0,8.1,0.853,0.154071,0.0312382,89.0431,0.388144
1,0,0,0,0,0,0,1,0,0,1,8.48,0.722,0.131171,0.0382112,91.7171,0.304972
0,0,1,0,0,0,0,1,1,0,0,5.93,0.569,0.708035,2.88587,77.7086,2.89442
1,0,0,0,0,0,1,0,1,0,0,7.16,0.518,0.318942,0.12683,90.1296,0.615387
1,0,0,0,0,0,0,1,0,0,1,5.07,0.77,0.384513,0.36005,83.481,0.931791
1,0,0,0,0,1,0,0,0,0,1,5.16,0.783,0.130022,0.0393485,92.1749,0.356907
0,1,0,0,0,1,0,0,0,1,0,6.08,0.684,0.129582,0.0986918,94.4415,1.13347
1,0,0,0,0,0,1,0,0,0,1,5.54,0.593,0.412458,0.419101,86.7208,0.86116
1,0,0,0,0,0,0,1,1,0,0,4.28,0.629,0.465003,0.468058,84.9158,1.00787
0,0,0,0,1,0,0,1,0,0,1,7.96,0.73,0.140521,0.115275,95.2642,0.568669
1,0,0,0,0,1,0,0,0,1,0,4.12,0.598,0.127218,0.0410767,94.2272,0.314602
0,0,0,0,1,0,0,1,1,0,0,5.62,0.721,0.286659,0.474756,92.759,1.1521
0,0,0,0,1,1,0,0,1,0,0,4.61,0.518,0.128701,0.105472,96.8182,0.481112
1,0,0,0,0,0,0,1,1,0,0,4.56,0.813,0.405457,0.245061,82.0924,1.01384
0,1,0,0,0,0,0,1,0,0,1,8.3,0.794,0.234772,1.02451,91.9587,2.01771
0,0,0,1,0,0,1,0,0,1,0,7.06,0.666,0.101749,0.00277905,97.5357,0.388654
